method,cycle,C_uF,ESR_mOhm,Ctrue_uF,Rtrue_mOhm,sigmaC_uF,sigmaR_mOhm
RLS,1276,84.6784821710657,49.9804654865521,80,50,151.184121887678,22.4698315471021
RLS,1280,84.6261235539337,49.9821609048813,80,50,150.989723799746,22.4673489975298
RLS,1284,84.5760954399892,49.9843885306045,80,50,150.803760821957,22.4648268047521
RLS,1288,84.5081860490612,49.9857858300369,80,50,150.55282356095,22.4622229500142
RLS,1292,84.4833207586558,49.9837681569916,80,50,150.452769474394,22.4594699473667
RLS,1296,84.4222221664798,49.9819749701394,80,50,150.220492498793,22.4565797258834
RLS,1300,84.370867456142,49.9809470914208,80,50,150.019031426059,22.4535482378084
RLS,1304,84.3246296692444,49.9785906243472,80,50,149.831472160398,22.4503108072005
RLS,1308,84.248106578823,49.9796881360376,80,50,149.532272115576,22.4468333793837
RLS,1312,84.1674476799095,49.9786301066392,80,50,149.214729234205,22.4431928973642
RLS,1316,84.1001350512778,49.9761399939779,80,50,148.941540850413,22.4393541337592
RLS,1320,84.0985611670903,49.9777872069723,80,50,148.898588106285,22.4352922723386
RLS,1324,84.0838720502167,49.9740309728023,80,50,148.807640234419,22.4310226684014
RLS,1328,84.0380198858545,49.9696987613766,80,50,148.605986186956,22.4265396886817
RLS,1332,83.978351112989,49.9703198088545,80,50,148.356045801153,22.4218616459603
RLS,1336,83.977332398855,49.9691715424202,80,50,148.314593784377,22.4169787700151
RLS,1340,83.9703698706892,49.9679697406114,80,50,148.253992672018,22.4119617296872
RLS,1344,83.9399879206742,49.9674781330703,80,50,148.113141549226,22.4067944286443
RLS,1348,83.9256377477537,49.9703838733159,80,50,148.031236413125,22.4015181676518
RLS,1352,83.8666375990415,49.9676645477997,80,50,147.794376322505,22.396168945131
RLS,1356,83.8517763422676,49.9693299813956,80,50,147.714993060801,22.3907622802655
RLS,1360,83.7803478495823,49.966587347996,80,50,147.437646715852,22.3853083908023
RLS,1364,83.7428004235105,49.9674085088424,80,50,147.280453624765,22.3798323355939
RLS,1368,83.6842828500545,49.9703310334172,80,50,147.049458206382,22.3743690922451
RLS,1372,83.6760727265137,49.9720161777574,80,50,146.994308066953,22.368914108111
RLS,1376,83.6396256364733,49.9721090019581,80,50,146.838515028834,22.3635365395234
RLS,1380,83.5896892823496,49.970763025519,80,50,146.633621639323,22.3582523972118
RLS,1384,83.5596721245883,49.9727768745143,80,50,146.496559114796,22.3531027361926
RLS,1388,83.5304032662769,49.9756023684128,80,50,146.360118842425,22.3480592714529
RLS,1392,83.4939694716928,49.9770543120292,80,50,146.197070897021,22.3431920455427
RLS,1396,83.4292264440352,49.9742830848146,80,50,145.933811449173,22.3384894392798
RLS,1400,83.3908526547997,49.9729610256545,80,50,145.762710993127,22.3339672825748
KF,700,100.1209240524,50.056627444205,100,50,0.225534937550512,0.154660960734018
KF,704,100.143627270946,50.2663829633112,100,50,0.225164894500228,0.154513713531783
KF,708,100.14915118874,50.1043654528643,100,50,0.224717784887758,0.154296243931541
KF,712,100.139057550795,50.021457198785,100,50,0.224199611030732,0.154051946161344
KF,716,100.111577472805,50.0205274181062,100,50,0.223601632527435,0.153794588611738
KF,720,100.06657782982,50.1109775555802,100,50,0.222922761436732,0.153489541020479
KF,724,100.076505976581,49.9490596333459,100,50,0.222485255525586,0.153155621585242
KF,728,100.100233057563,49.9856761343832,100,50,0.222104780609584,0.152825969387611
KF,732,100.089762443918,49.9539696674277,100,50,0.22156841891819,0.152467964451933
KF,736,100.054189311461,50.127117445766,100,50,0.220917953105256,0.152131200181229
KF,740,100.052963903965,49.994175015577,100,50,0.220416844897008,0.151770651087166
KF,744,100.050898845974,50.0911285333555,100,50,0.219910345568663,0.151427623591571
KF,748,100.035314630692,49.9634634002499,100,50,0.219344041149486,0.151086084154593
KF,752,100.027927408676,49.8709285828015,100,50,0.218814699017626,0.150779024596809
KF,756,100.053061537693,50.0228277839519,100,50,0.218429486480055,0.1504783673349
KF,760,100.047865607862,49.9886960520449,100,50,0.217914819828425,0.150214601168347
KF,764,100.03813912299,50.0243933316962,100,50,0.217384883294518,0.149971996109344
KF,768,100.031310278225,50.0118311163876,100,50,0.216872740556919,0.149761886549933
KF,772,100.061344804074,49.9773946197903,100,50,0.216525979533115,0.149590671896837
KF,776,100.062698606287,49.8758766391999,100,50,0.21606090793495,0.149445333849395
KF,780,100.063592954001,50.0755508329715,100,50,0.215600035670655,0.149353448770308
KF,784,100.067123235847,50.0345004279769,100,50,0.215156553901051,0.149292732391098
KF,788,100.051528106114,50.0271095065448,100,50,0.214636949320547,0.149272195513895
KF,792,100.028399607875,49.8302763390885,100,50,0.214090854937909,0.149279282558356
KF,796,100.049822842039,50.0592839608454,100,50,0.213740747023356,0.149340440785113
KF,800,100.048548699774,49.9152125102251,80,50,0.213454012515625,0.149438515076258
KF,804,100.048548699774,49.9586056620831,80,50,0.213641688179137,0.149548455007475
KF,808,100.048548699774,49.9378324468754,80,50,0.213829199121734,0.14970435467415
KF,812,100.048548699774,49.9591618692473,80,50,0.214016545776379,0.149881067159031
KF,816,100.048548699774,50.0500366228907,80,50,0.21420372857414,0.150060159525504
KF,820,100.048548699774,49.9112460579209,80,50,0.214390747944202,0.150289079587234
KF,824,100.048548699774,49.9938873697345,80,50,0.214577604313883,0.15054223027636
KF,828,100.048548699774,49.8909684220059,80,50,0.214764298108638,0.150799499121798
KF,832,100.048548699774,49.9267693879949,80,50,0.214950829752078,0.151077446835972
KF,836,100.030922455068,49.8160308988731,80,50,0.214904101214349,0.151363482666317
KF,840,100.030922455068,49.9108595706718,80,50,0.215090380343962,0.15165236890968
